placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info
https://www.google.com/maps/place/Frituur+Vijfhoek/data=!4m7!3m6!1s0x47c3c78fa9374171:0x89bf223fb9034c79!8m2!3d50.7988321!4d4.211044!16s%2Fg%2F124swxmpk!19sChIJcUE3qY_Hw0cReUwDuT8iv4k,Frituur Vijfhoek,4.4,183,Frituur,· Dine-in · Takeaway · Delivery,"Appelboomstraat 209, 1602 Sint-Pieters-Leeuw, Belgium","Q6X6+GC Sint-Pieters-Leeuw, Belgium",https://www.frituurvijfhoek.com/,+32 477 44 03 61,Closed today,https://lh5.googleusercontent.com/p/AF1QipMUwof2unfoVJPyTF5Qp_2ymEVNcijX3G-Iaco7=w493-h240-k-no,true,50.79881250000001,4.211062499999983,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:48:41.647Z,Closed,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,Closed,
https://www.google.com/maps/place/Frituur+King+Frit/data=!4m7!3m6!1s0x47c3bf21b59f61cd:0x9ad916a83dd2b7f8!8m2!3d50.8742771!4d4.1662286!16s%2Fg%2F11c4516kyz!19sChIJzWGftSG_w0cR-LfSPagW2Zo,Frituur King Frit,4.4,210,Frituur,· Dine-in · Takeaway · Delivery,"Statiestraat 176/178, 1740 Ternat, Belgium","V5F8+PF Ternat, Belgium",https://www.frituurkingfrit.be/,,Open now,https://lh5.googleusercontent.com/p/AF1QipORmxlGj6voSnNvcOdzb9pVs6PXS_7BPaiw1Vst=w408-h353-k-no,false,50.87431249999999,4.166187499999992,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:48:46.459Z,"11:30 AM–1:45 PM, 4:30–10 PM",Closed,"11:30 AM–1:45 PM, 4:30–10 PM","11:30 AM–1:45 PM, 4:30–10 PM","11:30 AM–1:45 PM, 4:30–10 PM","11:30 AM–1:45 PM, 4:30–10 PM","11:30 AM–1:45 PM, 4:30–10 PM",
https://www.google.com/maps/place/Frituur+1853+-+Smashburger/data=!4m7!3m6!1s0x47c3c385ad71f495:0x36d8c5443e5b4d1!8m2!3d50.9112514!4d4.3557288!16s%2Fg%2F11qpqbj7wn!19sChIJlfRxrYXDw0cR0bTlQ1SMbQM,Frituur 1853 - Smashburger,4.6,126,Frituur,· Dine-in · Takeaway · Delivery,"Grimbergsesteenweg 194, 1853 Grimbergen, Belgium","W964+G7 Grimbergen, Belgium",http://www.frituur1853.be/,,Closed today,https://lh5.googleusercontent.com/p/AF1QipNooWRvsn02RSsHSsZXurojRFdQOwuX0KL-PYUX=w426-h240-k-no,true,50.911312499999994,4.355687500000002,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:48:50.730Z,Closed,5–9:30 PM,"11:30 AM–1:30 PM, 5–9:30 PM",5–9:30 PM,"11:30 AM–1:30 PM, 5–10:30 PM",5–10:30 PM,5–9:30 PM,
https://www.google.com/maps/place/Frituur+Jos/data=!4m7!3m6!1s0x47c3c7243149971b:0x7039a2b37cf3eeb3!8m2!3d50.8382919!4d4.2497718!16s%2Fg%2F11crxkrl7l!19sChIJG5dJMSTHw0cRs-7zfLOiOXA,Frituur Jos,4.3,87,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Itterbeeksebaan 200, 1701 Dilbeek, Belgium","R6QX+8W Dilbeek, Belgium",https://www.vindeenfrituur.be/frituren/vlaams-brabant/itterbeek--1701/frituur-jos/3257/,+32 476 35 13 16,Closed,https://lh5.googleusercontent.com/p/AF1QipPTh7yZ5WGMXxJjfg65l0x7dDOGUCWnjrCErqOp=w408-h544-k-no,true,50.838312500000015,4.249812500000004,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:48:55.285Z,6:30 PM–12 AM,6:30 PM–12 AM,Closed,6:30 PM–12 AM,6:30 PM–12 AM,6:30 PM–12 AM,6:30 PM–12 AM,
https://www.google.com/maps/place/Frituur+Dilbeek/data=!4m7!3m6!1s0x47c3c6d653f9fdb5:0xc3aedda50a0fb882!8m2!3d50.8437956!4d4.2605948!16s%2Fg%2F11g022ry17!19sChIJtf35U9bGw0cRgrgPCqXdrsM,Frituur Dilbeek,4.5,122,Frituur,· Dine-in · Takeaway · Delivery,"Ninoofsesteenweg 349, 1700 Dilbeek, Belgium","R7V6+G6 Dilbeek, Belgium",https://www.openingsuren.vlaanderen/frituren/1700-dilbeek,+32 472 86 64 67,Closed today,https://lh5.googleusercontent.com/p/AF1QipPxXR2DuF9nsYpSgIE10a5WlO8NfKTudJUjs_T7=w408-h544-k-no,true,50.8438125,4.260562499999978,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:48:59.568Z,Closed,5–9 PM,5–9 PM,5–9 PM,5–9 PM,5–9 PM,5–9 PM,
https://www.google.com/maps/place/Frituur+%27t+Duvelke/data=!4m7!3m6!1s0x47c3bf965d376b13:0xbf2db8b8ca98521a!8m2!3d50.9095663!4d4.1952712!16s%2Fg%2F1tdzf4kx!19sChIJE2s3XZa_w0cRGlKYyri4Lb8,Frituur 't Duvelke,4.3,109,Frituur,,"Bloklaan 26, 1730 Asse, Belgium","W55W+R4 Asse, Belgium",https://www.frituur-duvelke.be/,+32 486 37 96 89,Closed today,https://lh5.googleusercontent.com/p/AF1QipNjpxbvAMIgoh520COYT5q5EPIbURVvxmvZeZwx=w444-h240-k-no,true,50.90956250000001,4.195312499999986,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:04.356Z,Closed,Closed,5–9:30 PM,5–9:30 PM,"11:30 AM–1:30 PM, 5–10 PM",5–9:30 PM,5–9:30 PM,
https://www.google.com/maps/place/Frituur+De+Plosj/data=!4m7!3m6!1s0x47c3b9873fcd4673:0x9fd6883679c9ab6a!8m2!3d50.8057575!4d4.1562015!16s%2Fg%2F11ls2j0ryh!19sChIJc0bNP4e5w0cRaqvJeTaI1p8,Frituur De Plosj,4.5,62,Frituur,· Dine-in · Takeaway,"Alfred Algoetstraat 11, 1750 Lennik, Belgium","R544+8F Lennik, Belgium",http://www.frituurdeplosj.be/,+32 2 524 42 31,Closed today,https://lh5.googleusercontent.com/p/AF1QipPVxNmFEnffoX2haFB7MQi7exQn1kgAPPSvBa-3=w408-h640-k-no,false,50.805812500000016,4.1561875000000015,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:09.097Z,Closed,Closed,5–9 PM,5–9 PM,5–10 PM,5–9 PM,5–9 PM,
https://www.google.com/maps/place/Fijne+Frietjes+Frituur/data=!4m7!3m6!1s0x47c3e9d5415fce61:0xe41aa6617cf6b6e4!8m2!3d50.9316636!4d4.3704785!16s%2Fg%2F11bzx2sxhg!19sChIJYc5fQdXpw0cR5Lb2fGGmGuQ,Fijne Frietjes Frituur,4.2,144,Frituur,· Dine-in · Takeaway · Delivery,"Pastoor Woutersstraat 22-26, 1850 Grimbergen, Belgium","W9JC+M5 Grimbergen, Belgium",,,Closed today,https://lh5.googleusercontent.com/p/AF1QipPZ_CF05kM1N0MW4Q_aoc5pRFuJTYTC3tR8veRv=w426-h240-k-no,false,50.931687499999995,4.370437499999994,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:13.514Z,Closed,Closed,"11:30 AM–1:30 PM, 5–11 PM","11:30 AM–1:30 PM, 5–11 PM","11:30 AM–1:30 PM, 5 PM–12 AM",5 PM–12 AM,"11:30 AM–1:30 PM, 5–10 PM",
https://www.google.com/maps/place/Fritstatie/data=!4m7!3m6!1s0x47c3b922649a1e5d:0x44f873cf5bde075d!8m2!3d50.835294!4d4.1480751!16s%2Fg%2F11clyfskf5!19sChIJXR6aZCK5w0cRXQfeW89z-EQ,Fritstatie,4.4,51,Frituur,· Dine-in · Takeaway · Delivery,"Ninoofsesteenweg 57, 1750 Lennik, Belgium","R4PX+46 Lennik, Belgium",https://www.facebook.com/Fritstatie,+32 487 16 48 43,Open now,https://lh5.googleusercontent.com/p/AF1QipMFt-655ecuu8dhiynJbj69YQbCTa1mTyUcrfSW=w493-h240-k-no,true,50.8353125,4.148062499999995,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:17.633Z,4:30–11 PM,"11:30 AM–1:30 PM, 4:30–11 PM","11:30 AM–1:30 PM, 4:30–11 PM","11:30 AM–1:30 PM, 4:30–11 PM","11:30 AM–1:30 PM, 4:30–10 PM",Closed,Closed,
https://www.google.com/maps/place/Frituur+Plum+Pataat+Machelen/data=!4m7!3m6!1s0x47c3dd45d7511167:0xb22b98e80a8f7c23!8m2!3d50.9130608!4d4.4339499!16s%2Fg%2F1ydpvbp04!19sChIJZxFR10Xdw0cRI3yPCuiYK7I,Frituur Plum Pataat Machelen,4.5,255,Frituur,· Dine-in · Takeaway · Delivery,"Jan Van Obberghenstraat 1, 1830 Machelen, Belgium","WC7M+6H Machelen, Belgium",http://www.plumpataat.be/,+32 2 310 63 24,Closed,https://lh5.googleusercontent.com/p/AF1QipNvmuiG3dF4jSav3WvkI_oGyxYRn0Ua68DrtTnk=w408-h306-k-no,true,50.91306249999998,4.433937499999999,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:22.166Z,5–10 PM,"11:45 AM–1:30 PM, 5–10 PM","11:45 AM–1:30 PM, 5–10 PM","11:45 AM–1:30 PM, 5–10 PM","11:45 AM–1:30 PM, 5–10 PM",5–10 PM,5–10 PM,
https://www.google.com/maps/place/%27%27T+Snacksken%27/data=!4m7!3m6!1s0x47c3c09bcf37998d:0x575e229369a1cc38!8m2!3d50.8712634!4d4.2636497!16s%2Fg%2F11g6991fhp!19sChIJjZk3z5vAw0cROMyhaZMiXlc,'T Snacksken,4.2,192,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Brusselstraat 230A, 1702 Dilbeek, Belgium","V7C7+GF Dilbeek, Belgium",https://www.frituurtsnacksken.be/,+32 2 466 12 38,Closed today,https://lh5.googleusercontent.com/p/AF1QipOvcg0vMLMHzSnEO2T89SS2f0ZiCDfudaEwPDiw=w408-h276-k-no,true,50.87125,4.2637499999999875,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:26.663Z,Closed,Closed,"11:30 AM–1:15 PM, 5–10 PM","11:30 AM–1:15 PM, 5–10 PM","11:30 AM–1:15 PM, 5–10 PM",5–10 PM,5–10 PM,
https://www.google.com/maps/place/Frituur+%27t+Patatjen/data=!4m7!3m6!1s0x47c3bed4ac627a67:0xb34c7a2c6cb5b689!8m2!3d50.8552473!4d4.1543385!16s%2Fg%2F11bzx3d7qk!19sChIJZ3pirNS-w0cRiba1bCx6TLM,Frituur 't Patatjen,4.6,130,Frituur,· Dine-in · Takeaway · Delivery,"Assesteenweg 409, 1741 Ternat, Belgium","V543+3P Ternat, Belgium",https://facebook.com/Frituur-T-Patatjen-1767171273523442/,+32 494 41 15 47,Closed today,https://lh5.googleusercontent.com/p/AF1QipMaj4mIE2WGhFvibRkOUhNcYYggZf1nzqv_NOGR=w507-h240-k-no,false,50.855187499999985,4.154312499999989,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:31.360Z,Closed,"11:30 AM–2 PM, 4:30–10 PM","11:30 AM–2 PM, 4:30–10 PM","11:30 AM–2 PM, 4:30–10 PM","11:30 AM–2 PM, 4:30–10 PM","11:30 AM–2 PM, 4:30–10 PM",Closed,
https://www.google.com/maps/place/Frituur+Op%E2%80%99t+Hoekske/data=!4m7!3m6!1s0x47c3c2a93d09a543:0x779fc8c83645ff2!8m2!3d50.9251143!4d4.4124101!16s%2Fg%2F11gdg6z2r3!19sChIJQ6UJPanCw0cR8l9kg4z8eQc,Frituur Op’t Hoekske,4.5,73,Frituur,· Dine-in · Takeaway,"Grimbergsesteenweg 101, 1800 Vilvoorde, Belgium","WCG6+2X Vilvoorde, Belgium",http://www.frituuropthoekske.be/,+32 496 83 65 72,Closed today,https://lh5.googleusercontent.com/p/AF1QipNiIs0GHWpnyTdsJnVmLkHoNJvDs_g5IHddaiER=w426-h240-k-no,true,50.92506250000001,4.412437499999996,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:35.435Z,Closed,Closed,"12–1:30 PM, 5–9 PM",5–9 PM,5–9:30 PM,5–9 PM,5–9 PM,
https://www.google.com/maps/place/Frituur+Tast%27oe/data=!4m7!3m6!1s0x47c3c2a19dd6242f:0xe15c7d928893dafa!8m2!3d50.9251221!4d4.3987964!16s%2Fg%2F11c3vncssm!19sChIJLyTWnaHCw0cR-tqTiJJ9XOE,Frituur Tast'oe,4.3,180,Restaurant,· Takeaway · Delivery,"Groot-Molenveldlaan 1, 1850 Grimbergen, Belgium","W9GX+2G Grimbergen, Belgium",https://www.facebook.com/tastoegrimbergen,+32 2 252 28 28,Closed today,https://lh5.googleusercontent.com/p/AF1QipO3qltdRoRuaLBdbklXb6fs9YsuqttJUZ88yPs=w426-h240-k-no,true,50.92506250000001,4.398812500000005,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:40.528Z,Closed,Closed,5–9 PM,5–9 PM,5–10 PM,5–9 PM,5–9 PM,
https://www.google.com/maps/place/Frituur+King+Frit/data=!4m7!3m6!1s0x47c3b8c3ad2eb4b5:0x35aafdda0d8b29c!8m2!3d50.8242728!4d4.1656869!16s%2Fg%2F11h7pbdgpw!19sChIJtbQurcO4w0cRnLLYoN2vWgM,Frituur King Frit,,,Frituur,,"Schapenstraat, 1750 Lennik, Belgium",,http://www.frituurkingfrit.be/,+32 2 880 54 14,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=22KZlwg0Xcc7OzZvhMdytw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.17793&pitch=0&thumbfov=100,false,,,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:43.350Z,,,,,,,,
https://www.google.com/maps/place/Frituur+Terminus/data=!4m7!3m6!1s0x47c3c16a89a4694b:0xa5f07d362c51b6b4!8m2!3d50.8721614!4d4.2899742!16s%2Fg%2F11fp1ssdxb!19sChIJS2mkiWrBw0cRtLZRLDZ98KU,Frituur Terminus,2.1,9,Frituur,,"Chau. de Gand 1379, 1082 Berchem-Sainte-Agathe, Belgium","V7CQ+VX Sint-Agatha-Berchem, Belgium",,+32 2 469 15 36,Closed today,https://lh5.googleusercontent.com/p/AF1QipM5ATyHt8jcpI1po03F2JbhUgEeNVWlrqppSqV5=w426-h240-k-no,false,50.87218750000001,4.2899374999999935,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:48.070Z,Closed,"12–2 PM, 5–9 PM","12–2 PM, 5–9 PM","12–2 PM, 5–9 PM",5–10 PM,"12–2 PM, 5–9 PM","12–2 PM, 5–9 PM",
https://www.google.com/maps/place/Frituur+Transport/data=!4m7!3m6!1s0x47c3bf1ce3dabf97:0x662ef2b62fc2ca17!8m2!3d50.8841961!4d4.1673985!16s%2Fg%2F11f50v2lm6!19sChIJl7_a4xy_w0cRF8rCL7byLmY,Frituur Transport,4.7,108,Frituur,· Dine-in · Takeaway · Delivery,"Assesteenweg 42, 1740 Ternat, Belgium","V5M8+MX Ternat, Belgium",http://www.frituurtransport.be/,+32 2 310 04 05,Closed today,https://lh5.googleusercontent.com/p/AF1QipN2jfIMxhYZePFk9CoHW2eGw2N4ksFzAhFM63A=w408-h307-k-no,true,50.88418749999998,4.167437499999991,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:52.808Z,Closed,5–8:45 PM,"11:30 AM–1:30 PM, 5–8:45 PM",5–8:45 PM,"11:30 AM–1:30 PM, 5–9:15 PM",5:30–8:30 PM,Closed,
https://www.google.com/maps/place/Frituur+Kompromi+Leveren+en+Take+Away/data=!4m7!3m6!1s0x47c3bf3c6f41bda1:0xbd3108241d97fdd9!8m2!3d50.8713297!4d4.1783934!16s%2Fg%2F1tcvyl7p!19sChIJob1Bbzy_w0cR2f2XHSQIMb0,Frituur Kompromi Leveren en Take Away,3.9,168,Frituur,· Dine-in · Kerbside pickup · No-contact delivery,"Marktplein 9, 1740 Ternat, Belgium","V5CH+G9 Ternat, Belgium",http://www.kompromi.be/,+32 475 82 99 80,Closed,https://lh5.googleusercontent.com/p/AF1QipMqhOodreHFFE0e9y63Nd883A2lxMjInQNte7Dz=w408-h544-k-no,true,50.8713125,4.178437500000015,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:49:57.984Z,"12–1:30 PM, 5:15–9 PM",5:15–9 PM,"12–1:30 PM, 5:15–9 PM",5:15–9 PM,"12–1:30 PM, 5:15–9:30 PM",5:15–9:30 PM,5:15–9:15 PM,
https://www.google.com/maps/place/Frituur+Houba/data=!4m7!3m6!1s0x47c3c38a9f753165:0x31bcb11cc96b7b20!8m2!3d50.8860058!4d4.3425412!16s%2Fg%2F11h1dj8rz4!19sChIJZTF1n4rDw0cRIHtryRyxvDE,Frituur Houba,4.6,228,Frituur,· Dine-in · Takeaway · Delivery,"Av. Houba de Strooper 13, 1020 Bruxelles, Belgium","V8PV+C2 Brussels, Belgium",http://ubereats.com/,+32 2 380 04 56,Open now,https://lh5.googleusercontent.com/p/AF1QipNpRePAzrX6gwtsJDbGRrEj6mPCEcjaRoUqIrqz=w430-h240-k-no,true,50.886062499999994,4.3425625,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:02.727Z,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,12–11 PM,
