,placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,info
10,https://www.google.com/maps/place/Frituur+Den+Boomgaard/data=!4m7!3m6!1s0x47c3f73d6365910f:0x9364751a287131af!8m2!3d51.2002046!4d4.4287775!16s%2Fg%2F11h7zf8qmf!19sChIJD5FlYz33w0cRrzFxKBp1ZJM,Frituur Den Boomgaard,3.5,53.0,Frituur,· Dine-in · Takeaway,"De Fourneaustraat 54, 2600 Antwerpen, Belgium","6C2H+3G Antwerp, Belgium",https://frituurdenboomgaard.eatbu.com/,+32 3 218 80 81,Closed,5–9 PM,5:30–8:30 PM,5–9 PM,5–9:30 PM,5–9:30 PM,4:30–9 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPoJVtlKAiVVIjzPzzdqtuftW4tl9EwrLq_WYrA=w426-h240-k-no,False,51.200187499999984,4.428812500000007,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:36:44.585Z,
11,https://www.google.com/maps/place/Frituur+2010/data=!4m7!3m6!1s0x47c3f70861b1124b:0x3d7cbe05bbf48af5!8m2!3d51.2189609!4d4.4307907!16s%2Fg%2F1tl7mwsq!19sChIJSxKxYQj3w0cR9Yr0uwW-fD0,Frituur 2010,4.3,193.0,Frituur,· Dine-in · Takeaway · Delivery,"Kerkstraat 79, 2060 Antwerpen, Belgium","6C9J+H8 Antwerp, Belgium",https://m.facebook.com/frituur2010antwerpen,+32 3 256 03 66,Closed,Closed,12–10:30 PM,12–10:30 PM,12–10:30 PM,12–10:30 PM,4–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPr_3jD5pGMlSxacAQ23dWhWH6Tb2JtaiowsARV=w408-h306-k-no,True,51.2189375,4.430812500000016,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:36:53.076Z,
12,https://www.google.com/maps/place/Frituur+De+Gitschotel/data=!4m7!3m6!1s0x47c3f7a171c4de27:0xbfbdf8c3428bcb96!8m2!3d51.2003676!4d4.4406611!16s%2Fg%2F11gy0sn_l6!19sChIJJ97EcaH3w0cRlsuLQsP4vb8,Frituur De Gitschotel,3.8,50.0,Frituur,· Dine-in · Takeaway · Delivery,"Gitschotellei 108, 2600 Antwerpen, Belgium","6C2R+47 Antwerp, Belgium",https://frituurdegitschotel.be/,+32 3 336 70 09,4–10 PM,Closed,4–10 PM,4–10 PM,4–10 PM,4–10 PM,4–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipP43XE6sLFLuu7fJ3vCXw5Fkzwe-XgOxyrB4ePL=w408-h306-k-no,True,51.20031249999998,4.44068750000001,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:01.587Z,
13,https://www.google.com/maps/place/Frituur+Marnix+plaats/data=!4m7!3m6!1s0x47c3f7fef6781f3d:0x98164fe759aa0335!8m2!3d51.2107118!4d4.3972348!16s%2Fg%2F11h4vn5n6f!19sChIJPR949v73w0cRNQOqWedPFpg,Frituur Marnix plaats,4.0,33.0,Frituur,,"Geuzenstraat 34, 2000 Antwerpen, Belgium","696W+7V Antwerp, Belgium",,,Closed,Closed,6 PM–2 AM,6 PM–2 AM,6 PM–3 AM,6 PM–3 AM,6 PM–2 AM,Closed today,https://lh5.googleusercontent.com/p/AF1QipMrDs3VoM9_Y1jSgyBJ_rg32tHHgrti8ynDXxmT=w408-h544-k-no,False,51.21068749999999,4.397187499999987,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:10.066Z,
14,https://www.google.com/maps/place/Frituur+Smul+Boetiek/data=!4m7!3m6!1s0x47c3f43f926aefa5:0x577e9162149e0d79!8m2!3d51.2053818!4d4.339608!16s%2Fg%2F11f5vbc8xt!19sChIJpe9qkj_0w0cReQ2eFGKRflc,Frituur Smul Boetiek,4.0,104.0,Frituur,· Dine-in · Takeaway · Delivery,"Pastoor Coplaan, 2070 Zwijndrecht, Belgium","684Q+5R Zwijndrecht, Belgium",,,4:30–11 PM,4:30–11 PM,"11:30 AM–1:30 PM, 4:30–11 PM",4:30–11 PM,"11:30 AM–1:30 PM, 4:30–11 PM",4:30–11 PM,4:30–11 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipOXy3Eiv8tAi0g45n5rkvp6l3_cP3mDu6PPr1TL=w408-h544-k-no,False,51.20543749999997,4.339562500000014,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:18.099Z,
15,https://www.google.com/maps/place/Frituur+t+Hoekske+Zwijndrecht/data=!4m7!3m6!1s0x47c3f4497fc35ae3:0xc23a8374624b340d!8m2!3d51.2196549!4d4.3375237!16s%2Fg%2F1tf702w9!19sChIJ41rDf0n0w0cRDTRLYnSDOsI,Frituur t Hoekske Zwijndrecht,4.7,189.0,Frituur,· Dine-in · Takeaway · Delivery,"Verbrandendijk 98/N70, 2070 Zwijndrecht, Belgium","689Q+V2 Zwijndrecht, Belgium",https://www.frituurthoekskezwijndrecht.be/,+32 3 344 79 87,Closed,Closed,5–10 PM,5–10 PM,5–11 PM,4:30–11 PM,4:30–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipN8eo_hoeZgeQDQUsbVpupIT2QpRyWOnr119iCS=w408-h544-k-no,True,51.219687500000006,4.337562500000004,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:27.340Z,Identifies as women-owned
16,https://www.google.com/maps/place/Frituur+Smulpaap/data=!4m7!3m6!1s0x47c3f771b77f098d:0xf4e2bf7c768d6fa4!8m2!3d51.2116654!4d4.4497914!16s%2Fg%2F11c5bms40g!19sChIJjQl_t3H3w0cRpG-Ndny_4vQ,Frituur Smulpaap,3.9,56.0,Frituur,,"Stenenbrug 116, 2140 Antwerpen, Belgium","6C6X+MW Antwerp, Belgium",,+32 3 235 56 67,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPKeHarAOnapPsrNOwwoOVtVIb1aKRCyqrpuCJJ=w426-h240-k-no,False,51.21168749999997,4.4498125000000215,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:35.445Z,
17,https://www.google.com/maps/place/Frituur+LO/data=!4m7!3m6!1s0x47c3f68a660c672d:0x38925cae017a1709!8m2!3d51.221175!4d4.3874166!16s%2Fg%2F11cjpsxb2f!19sChIJLWcMZor2w0cRCRd6Aa5ckjg,Frituur LO,4.5,271.0,Frituur,· Dine-in · Takeaway · Delivery,"Frederik van Eedenplein, 2050 Antwerpen, Belgium","69CP+FX Antwerp, Belgium",,,Closed,Closed,"11:45 AM–1:30 PM, 4:30 PM–1 AM","11:45 AM–1:30 PM, 4:30 PM–1 AM","11:45 AM–1:30 PM, 4:30 PM–1 AM",11:45 AM–1 AM,11:45 AM–1 AM,Closed today,https://lh5.googleusercontent.com/p/AF1QipNw_8g3zwk786flWjrEnOjR1oHApSPd5xPiOf8s=w408-h306-k-no,True,51.2211875,4.38743749999999,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:41.897Z,
18,https://www.google.com/maps/place/Frituur+Roma/data=!4m7!3m6!1s0x47c3f7f6291c524f:0x79e7702088c18adb!8m2!3d51.2140203!4d4.4399252!16s%2Fg%2F11h5vm5xrh!19sChIJT1IcKfb3w0cR24rBiCBw53k,Frituur Roma,3.8,102.0,Frituur,· Dine-in · Takeaway · Delivery,"Turnhoutsebaan 291, 2140 Antwerpen, Belgium","6C7Q+JX Antwerp, Belgium",https://www.frituurroma.be/,+32 490 40 87 77,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPxJoEYIzH7DtBDJlLTm6ckns4hXwnSgfyZmsDn=w408-h272-k-no,True,51.21406249999997,4.439937499999999,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:50.860Z,
19,https://www.google.com/maps/place/Frituur+Tina/data=!4m7!3m6!1s0x47c3f7d728c05a57:0xfdfcb28d40742aa2!8m2!3d51.2157157!4d4.4411168!16s%2Fg%2F11qh58xqg4!19sChIJV1rAKNf3w0cRoip0QI2y_P0,Frituur Tina,4.9,77.0,Frituur,· Dine-in · Takeaway · Delivery,"Reuzenstraat 43, 2140 Antwerpen, Belgium","6C8R+7C Antwerp, Belgium",http://www.facebook.com/frituurtina,+32 491 28 15 60,Closed,Closed,4–10 PM,4–10 PM,4–10 PM,4–10 PM,4–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipMbD-Ia67U_n13ylI6sULKffacAd1i67iq692_R=w408-h306-k-no,True,51.21568749999999,4.441062500000001,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:37:59.418Z,
20,https://www.google.com/maps/place/Frituur+Skyline/data=!4m7!3m6!1s0x47c3f7004990dcbb:0xbe82b3eb28acadc4!8m2!3d51.2257392!4d4.417026!16s%2Fg%2F1tfq3twx!19sChIJu9yQSQD3w0cRxK2sKOuzgr4,Frituur Skyline,3.6,99.0,Frituur,· Dine-in · Takeaway · No-contact delivery,"Sint-Jansplein ZN, 2060 Antwerpen, Belgium","6CG8+7R Antwerp, Belgium",https://frituur-skyline.business.site/?utm_source=gmb&utm_medium=referral,,Closed,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPWGicldr5iDCiWgcn5ainSlJGyT3bPmSbkQUDz=w408-h907-k-no,True,51.22568750000001,4.4170625,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:07.333Z,
21,https://www.google.com/maps/place/Frituur+%27t+Viaductje/data=!4m7!3m6!1s0x47c3f7b26ceb5f65:0xef74310a4bef7198!8m2!3d51.2331564!4d4.4237859!16s%2Fg%2F1tr7bzth!19sChIJZV_rbLL3w0cRmHHvSwoxdO8,Frituur 't Viaductje,4.2,181.0,Frituur,· Dine-in · Takeaway · Delivery,"Viaduct-Dam 108, 2060 Antwerpen, Belgium","6CMF+7G Antwerp, Belgium",https://shop.easyorderapp.com/frituur-t-viaductje/nl,+32 3 232 60 71,4–10 PM,Closed,4–10 PM,4–10 PM,11 AM–10 PM,4–11 PM,4–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMiXDpSkRSpD_d5tZf9oKOdUgDrzySzoQWO22Uz=w408-h306-k-no,True,51.2331875,4.423812500000011,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:16.487Z,
22,https://www.google.com/maps/place/Frituur+Anselmo/data=!4m7!3m6!1s0x47c3f6e5e08cd911:0x13a295cd14e7c026!8m2!3d51.2068693!4d4.4037447!16s%2Fg%2F11dz11fd2q!19sChIJEdmM4OX2w0cRJsDnFM2VohM,Frituur Anselmo,3.9,49.0,Frituur,· Dine-in · Takeaway · Delivery,"Anselmostraat 46, 2018 Antwerpen, Belgium","6C43+PF Antwerp, Belgium",https://m.facebook.com/profile.php?id=335601840548233&_rdr,,Closed,"12–2 PM, 5 PM–2 AM","12–2 PM, 5 PM–2 AM","12–2 PM, 5 PM–2 AM","12–2 PM, 5 PM–2 AM","12–2 PM, 5 PM–2 AM","12–2 PM, 5 PM–2 AM",Closed today,https://lh5.googleusercontent.com/p/AF1QipNMXRVqge6SGEzCYaFedaAA_QbdagQ1qPGB0Zch=w408-h306-k-no,False,51.20681249999997,4.403687500000004,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:24.717Z,
23,https://www.google.com/maps/place/Frituur+Can/data=!4m7!3m6!1s0x47c3f7780700d355:0xcd9804b64711ef10!8m2!3d51.2202909!4d4.4556549!16s%2Fg%2F11gc9b46g7!19sChIJVdMAB3j3w0cREO8RR7YEmM0,Frituur Can,3.9,44.0,Frituur,· Dine-in · Takeaway · Delivery,"Cogelsplein 31, 2100 Antwerpen, Belgium","6FC4+47 Antwerp, Belgium",,+32 483 50 35 59,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–2 AM,4 PM–2 AM,4 PM–2 AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOlPHWXGNkw4JzlN9z3hg9tilG7KHA_UucZPgis=w408-h306-k-no,True,51.22031249999999,4.455687499999996,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:32.813Z,
24,https://www.google.com/maps/place/Frituur+daily%27s/data=!4m7!3m6!1s0x47c3f7109b90370d:0xe1c8353c69a5048b!8m2!3d51.2074449!4d4.4280344!16s%2Fg%2F1pxw4fnn_!19sChIJDTeQmxD3w0cRiwSlaTw1yOE,Frituur daily's,4.3,191.0,Frituur,· Dine-in · Takeaway,"Kleine Beer Straat 18, 2018 Antwerpen, Belgium","6C4H+X6 Antwerp, Belgium",,+32 3 218 71 69,Closed,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,4:30–10 PM,4:30–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPc8r5A5jPBV_MrjfFfhKzfnsYkevb2kxcfcKyc=w408-h306-k-no,True,51.20743749999998,4.428062499999996,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:42.303Z,
25,https://www.google.com/maps/place/Eethuis+frituur+semi/data=!4m7!3m6!1s0x47c3f716065fd989:0x207ac76d0edf83e9!8m2!3d51.2008339!4d4.4326358!16s%2Fg%2F11dynmtn31!19sChIJidlfBhb3w0cR6YPfDm3HeiA,Eethuis frituur semi,4.2,200.0,Frituur,· Dine-in · Takeaway,"Uitbreidingstraat 466, 2600 Antwerpen, Belgium","6C2M+83 Antwerp, Belgium",https://www.instagram.com/semii/,,12–11:30 PM,Closed,12–11:30 PM,3–11:30 PM,4–11:30 PM,3–11:30 PM,2–11:30 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOV5kXt2irdQZWHdtDbh-7VdJnL0Dym3rsbmUT8=w426-h240-k-no,True,51.2008125,4.4326875,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:50.437Z,
26,https://www.google.com/maps/place/Frituur+De+Max/data=!4m7!3m6!1s0x47c3f784ead5e489:0xa60e0a8dd3563b0c!8m2!3d51.2270248!4d4.4577231!16s%2Fg%2F11cmsmb73l!19sChIJieTV6oT3w0cRDDtW040KDqY,Frituur De Max,4.0,66.0,Frituur,· Dine-in · Takeaway · Delivery,"Confortalei 55, 2100 Antwerpen, Belgium","6FG5+R3 Antwerp, Belgium",,+32 3 689 60 18,Closed,Closed,"11:30 AM–2 PM, 5–10 PM","11:30 AM–2 PM, 5–10 PM","11:30 AM–2 PM, 5–10 PM",5–10 PM,5–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipNEbN8oTCBcLruqgbRbf0LtW2azNsk43ejpxgxK=w408-h306-k-no,True,51.2270625,4.457687499999977,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:38:58.693Z,
27,https://www.google.com/maps/place/Frituur+De+Witte/data=!4m7!3m6!1s0x47c3f71dfc27cf21:0x349ace2eaa59de6f!8m2!3d51.2062722!4d4.4155646!16s%2Fg%2F1vfzdbkm!19sChIJIc8n_B33w0cRb95Zqi7OmjQ,Frituur De Witte,4.0,177.0,Frituur,· Dine-in · Takeaway · Delivery,"Isabellalei 5, 2018 Antwerpen, Belgium","6C48+G6 Antwerp, Belgium",https://frituur-dewitte.be/,+32 3 230 39 75,"11:30 AM–2 PM, 4:30–10:30 PM","11:30 AM–2 PM, 4:30–10:30 PM","11:30 AM–2 PM, 4:30–10:30 PM","11:30 AM–2 PM, 4:30–10:30 PM","11:30 AM–2 PM, 4:30–10:30 PM",Closed,4:30–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPiJfUYKd_Dqjc0w_U6oQk0LmnbM1_UKVKYrhhU=w408-h381-k-no,True,51.20631249999998,4.415562499999979,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:39:07.663Z,
28,https://www.google.com/maps/place/Frituur+Toothpick/data=!4m7!3m6!1s0x47c3f6570649f275:0x3fcb08c26f6b8c25!8m2!3d51.2251536!4d4.4075995!16s%2Fg%2F1tfqkk8p!19sChIJdfJJBlf2w0cRJYxrb8IIyz8,Frituur Toothpick,4.5,214.0,Frituur,· Dine-in · Takeaway · Delivery,"Paardenmarkt 7, 2000 Antwerpen, Belgium","6CG5+32 Antwerp, Belgium",,+32 483 68 42 99,4–11 PM,4–11 PM,4–11 PM,4–11 PM,4–11 PM,4–11 PM,4–11 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMCKn4z0_i0dURIM0_ThEETZxKSZR7YEm-8nkhU=w408-h306-k-no,True,51.22518749999999,4.407562499999997,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:39:17.544Z,
29,https://www.google.com/maps/place/Frituur+%27t+Pleintje/data=!4m7!3m6!1s0x47c3f726b3f0ff11:0x7657a1ae7e7ebeec!8m2!3d51.1952944!4d4.4182143!16s%2Fg%2F11g9fl055r!19sChIJEf_wsyb3w0cR7L5-fq6hV3Y,Frituur 't Pleintje,3.9,69.0,Frituur,· Dine-in · Takeaway · Delivery,"Frans van Hombeeckstraat 8, 2600 Antwerpen, Belgium","5CW9+47 Antwerp, Belgium",,+32 3 230 30 84,Closed,4–11 PM,4–11 PM,4–11 PM,"11:30 AM–2 PM, 4–11:30 PM",4–11:30 PM,4–11 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipN5teY0kKdKyt9hPVAnpoir3GQARwdndwWt8N-z=w408-h306-k-no,True,51.19531249999999,4.41818750000003,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:39:25.939Z,
